Case Nr,Case Record Type,Subject,Age in Days,Case Origin,Potential Liability,Case Reason,Status,First Contact Resolution,Priority,CSAT
CN-0000700,CSAT,CN-0000700 - Equipment Complexity - Chat,18,Chat,FALSE,Equipment Complexity,Working,FALSE,High,9000
CN-0000701,CSAT,CN-0000701 - Installation - Phone,35,Phone,TRUE,Installation,Working,FALSE,High,900
CN-0000702,CSAT,CN-0000702 - Installation - Chat,18,Chat,FALSE,Installation,New,TRUE,Low,-3000
CN-0000703,CSAT,CN-0000703 - Installation - Email,25,Email,TRUE,Installation,Working,TRUE,Low,-750
CN-0000704,CSAT,CN-0000704 - Equipment Complexity - Phone,26,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-750
CN-0000705,CSAT,CN-0000705 - Installation - Phone,39,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000706,CSAT,CN-0000706 - Installation - Phone,45,Phone,FALSE,Installation,Working,FALSE,Medium,800
CN-0000707,CSAT,CN-0000707 - Installation - Phone,42,Phone,TRUE,Installation,Working,FALSE,High,900
CN-0000708,CSAT,CN-0000708 - Installation - Phone,22,Phone,FALSE,Installation,Working,FALSE,High,1500
CN-0000709,CSAT,CN-0000709 - Equipment Complexity - Chat,30,Chat,TRUE,Equipment Complexity,New,FALSE,Low,3600
CN-0000710,CSAT,CN-0000710 - Installation - Chat,24,Chat,FALSE,Installation,Working,FALSE,High,4500
CN-0000711,CSAT,CN-0000711 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000712,CSAT,CN-0000712 - Equipment Complexity - Phone,48,Phone,TRUE,Equipment Complexity,Working,FALSE,High,1800
CN-0000713,CSAT,CN-0000713 - Installation - Phone,29,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000714,CSAT,CN-0000714 - Installation - Phone,52,Phone,TRUE,Installation,Working,TRUE,Medium,-450
CN-0000715,CSAT,CN-0000715 - Installation - Phone,19,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000716,CSAT,CN-0000716 - Installation - Chat,38,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0000717,CSAT,CN-0000717 - Installation - Phone,27,Phone,FALSE,Installation,Working,FALSE,Medium,1000
CN-0000718,CSAT,CN-0000718 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000719,CSAT,CN-0000719 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000720,CSAT,CN-0000720 - Installation - Phone,6,Phone,FALSE,Installation,New,FALSE,Medium,2400
CN-0000721,CSAT,CN-0000721 - Equipment Complexity - Phone,17,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-750
CN-0000722,CSAT,CN-0000722 - Installation - Phone,34,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000723,CSAT,CN-0000723 - Installation - Phone,50,Phone,TRUE,Installation,Working,TRUE,Medium,-450
CN-0000724,CSAT,CN-0000724 - Equipment Complexity - Phone,27,Phone,TRUE,Equipment Complexity,Working,FALSE,High,2250
CN-0000725,CSAT,CN-0000725 - Installation - Phone,20,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000726,CSAT,CN-0000726 - Performance - Phone,30,Phone,FALSE,Performance,Working,FALSE,Medium,3200
CN-0000727,CSAT,CN-0000727 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0000728,CSAT,CN-0000728 - Equipment Complexity - Phone,25,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1500
CN-0000729,CSAT,CN-0000729 - Equipment Complexity - Phone,25,Phone,FALSE,Equipment Complexity,Working,TRUE,Low,-1000
CN-0000730,CSAT,CN-0000730 - Installation - Phone,29,Phone,FALSE,Installation,Working,FALSE,High,1500
CN-0000731,CSAT,CN-0000731 - Installation - Chat,11,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0000732,CSAT,CN-0000732 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000733,CSAT,CN-0000733 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000734,CSAT,CN-0000734 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000735,CSAT,CN-0000735 - Installation - Phone,29,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000736,CSAT,CN-0000736 - Equipment Complexity - Phone,48,Phone,FALSE,Equipment Complexity,Waiting on Customer,TRUE,Low,-3200
CN-0000737,CSAT,CN-0000737 - Installation - Chat,35,Chat,TRUE,Installation,Working,FALSE,High,2700
CN-0000738,CSAT,CN-0000738 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000739,CSAT,CN-0000739 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000740,CSAT,CN-0000740 - Installation - Phone,30,Phone,TRUE,Installation,Working,FALSE,High,900
CN-0000741,CSAT,CN-0000741 - Equipment Complexity - Phone,36,Phone,TRUE,Equipment Complexity,Working,TRUE,High,-1800
CN-0000742,CSAT,CN-0000742 - Equipment Design - Chat,21,Chat,FALSE,Equipment Design,Closed,FALSE,High,40500
CN-0000743,CSAT,CN-0000743 - Equipment Complexity - Phone,24,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-750
CN-0000744,CSAT,CN-0000744 - Installation - Phone,31,Phone,TRUE,Installation,Working,FALSE,Low,300
CN-0000745,CSAT,CN-0000745 - Equipment Complexity - Phone,70,Phone,TRUE,Equipment Complexity,New,TRUE,High,-1800
CN-0000746,CSAT,CN-0000746 - Equipment Complexity - Phone,16,Phone,TRUE,Equipment Complexity,New,TRUE,Low,-1500
CN-0000747,CSAT,CN-0000747 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,Medium,800
CN-0000748,CSAT,CN-0000748 - Equipment Complexity - Phone,19,Phone,TRUE,Equipment Complexity,Working,TRUE,High,-2250
CN-0000749,CSAT,CN-0000749 - Installation - Email,31,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000750,CSAT,CN-0000750 - Equipment Complexity - Phone,4,Phone,FALSE,Equipment Complexity,New,FALSE,Medium,4800
CN-0000751,CSAT,CN-0000751 - Installation - Phone,6,Phone,TRUE,Installation,New,FALSE,Low,900
CN-0000752,CSAT,CN-0000752 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000753,CSAT,CN-0000753 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000754,CSAT,CN-0000754 - Equipment Complexity - Phone,48,Phone,FALSE,Equipment Complexity,Closed,FALSE,Medium,4800
CN-0000755,CSAT,CN-0000755 - Equipment Complexity - Phone,1,Phone,TRUE,Equipment Complexity,New,FALSE,Medium,3600
CN-0000756,CSAT,CN-0000756 - Installation - Phone,28,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000757,CSAT,CN-0000757 - Installation - Phone,18,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000758,CSAT,CN-0000758 - Installation - Phone,34,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000759,CSAT,CN-0000759 - Installation - Phone,33,Phone,FALSE,Installation,Working,FALSE,High,1200
CN-0000760,CSAT,CN-0000760 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000761,CSAT,CN-0000761 - Installation - Phone,41,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000762,CSAT,CN-0000762 - Installation - Chat,20,Chat,TRUE,Installation,Working,FALSE,Low,1125
CN-0000763,CSAT,CN-0000763 - Equipment Complexity - Phone,36,Phone,FALSE,Equipment Complexity,Closed,FALSE,High,7200
CN-0000764,CSAT,CN-0000764 - Installation - Phone,16,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000765,CSAT,CN-0000765 - Equipment Complexity - Phone,51,Phone,FALSE,Equipment Complexity,Working,FALSE,High,1800
CN-0000766,CSAT,CN-0000766 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0000767,CSAT,CN-0000767 - Installation - Email,31,Email,FALSE,Installation,Working,TRUE,Low,-800
CN-0000768,CSAT,CN-0000768 - Equipment Complexity - Email,30,Email,TRUE,Equipment Complexity,Working,TRUE,Low,-1200
CN-0000769,CSAT,CN-0000769 - Installation - Phone,32,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000770,CSAT,CN-0000770 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000771,CSAT,CN-0000771 - Installation - Phone,48,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000772,CSAT,CN-0000772 - Installation - Phone,57,Phone,FALSE,Installation,Working,TRUE,Medium,-600
CN-0000773,CSAT,CN-0000773 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0000774,CSAT,CN-0000774 - Equipment Complexity - Phone,54,Phone,FALSE,Equipment Complexity,Waiting on Customer,FALSE,Medium,4800
CN-0000775,CSAT,CN-0000775 - Installation - Phone,18,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000776,CSAT,CN-0000776 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000777,CSAT,CN-0000777 - Installation - Phone,5,Phone,FALSE,Installation,Working,FALSE,Low,600
CN-0000778,CSAT,CN-0000778 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000779,CSAT,CN-0000779 - Installation - Phone,43,Phone,FALSE,Installation,New,FALSE,High,2400
CN-0000780,CSAT,CN-0000780 - Installation - Chat,13,Chat,FALSE,Installation,Working,FALSE,Low,1500
CN-0000781,CSAT,CN-0000781 - Equipment Complexity - Phone,17,Phone,FALSE,Equipment Complexity,Working,FALSE,High,3000
CN-0000782,CSAT,CN-0000782 - Installation - Phone,29,Phone,TRUE,Installation,Working,TRUE,High,-1125
CN-0000783,CSAT,CN-0000783 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,Closed,TRUE,Low,-1800
CN-0000784,CSAT,CN-0000784 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000785,CSAT,CN-0000785 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000786,CSAT,CN-0000786 - Installation - Phone,18,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0000787,CSAT,CN-0000787 - Breakdown - Email,8,Email,TRUE,Breakdown,New,TRUE,Low,-9000
CN-0000788,CSAT,CN-0000788 - Equipment Complexity - Phone,1,Phone,TRUE,Equipment Complexity,Closed,FALSE,Low,2700
CN-0000789,CSAT,CN-0000789 - Installation - Chat,46,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0000790,CSAT,CN-0000790 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000791,CSAT,CN-0000791 - Installation - Phone,16,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000792,CSAT,CN-0000792 - Other - Phone,30,Phone,FALSE,Other,Closed,TRUE,Low,-10800
CN-0000793,CSAT,CN-0000793 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0000794,CSAT,CN-0000794 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000795,CSAT,CN-0000795 - Installation - Phone,39,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000796,CSAT,CN-0000796 - Installation - Phone,49,Phone,FALSE,Installation,Working,FALSE,High,1200
CN-0000797,CSAT,CN-0000797 - Installation - Phone,31,Phone,FALSE,Installation,Working,FALSE,Low,400
CN-0000798,CSAT,CN-0000798 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0000799,CSAT,CN-0000799 - Equipment Complexity - Phone,30,Phone,FALSE,Equipment Complexity,New,TRUE,Low,-1600
CN-0000800,CSAT,CN-0000800 - Installation - Phone,34,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000801,CSAT,CN-0000801 - Equipment Complexity - Phone,31,Phone,FALSE,Equipment Complexity,New,FALSE,Medium,3200
CN-0000802,CSAT,CN-0000802 - Equipment Complexity - Phone,11,Phone,TRUE,Equipment Complexity,Closed,FALSE,High,6750
CN-0000803,CSAT,CN-0000803 - Installation - Chat,0,Chat,TRUE,Installation,New,FALSE,Low,450
CN-0000804,CSAT,CN-0000804 - Installation - Phone,27,Phone,TRUE,Installation,Working,FALSE,Low,375
CN-0000805,CSAT,CN-0000805 - Installation - Phone,31,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000806,CSAT,CN-0000806 - Installation - Phone,39,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000807,CSAT,CN-0000807 - Installation - Phone,18,Phone,FALSE,Installation,Working,TRUE,Low,-500
CN-0000808,CSAT,CN-0000808 - Installation - Phone,39,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000809,CSAT,CN-0000809 - Equipment Complexity - Phone,33,Phone,FALSE,Equipment Complexity,Working,FALSE,High,2400
CN-0000810,CSAT,CN-0000810 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000811,CSAT,CN-0000811 - Installation - Phone,39,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000812,CSAT,CN-0000812 - Installation - Phone,35,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000813,CSAT,CN-0000813 - Breakdown - Phone,6,Phone,FALSE,Breakdown,Closed,TRUE,Low,-9000
CN-0000814,CSAT,CN-0000814 - Installation - Phone,31,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000815,CSAT,CN-0000815 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000816,CSAT,CN-0000816 - Installation - Phone,23,Phone,FALSE,Installation,Working,TRUE,Low,-500
CN-0000817,CSAT,CN-0000817 - Equipment Complexity - Chat,31,Chat,TRUE,Equipment Complexity,New,TRUE,Medium,-7200
CN-0000818,CSAT,CN-0000818 - Installation - Phone,43,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000819,CSAT,CN-0000819 - Performance - Phone,10,Phone,TRUE,Performance,Closed,TRUE,Low,-4500
CN-0000820,CSAT,CN-0000820 - Equipment Complexity - Phone,52,Phone,FALSE,Equipment Complexity,New,FALSE,High,3600
CN-0000821,CSAT,CN-0000821 - Installation - Phone,27,Phone,TRUE,Installation,Working,FALSE,Low,375
CN-0000822,CSAT,CN-0000822 - Installation - Phone,38,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000823,CSAT,CN-0000823 - Installation - Phone,27,Phone,FALSE,Installation,New,FALSE,Low,1000
CN-0000824,CSAT,CN-0000824 - Breakdown - Phone,2,Phone,TRUE,Breakdown,New,TRUE,Low,-4500
CN-0000825,CSAT,CN-0000825 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000826,CSAT,CN-0000826 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000827,CSAT,CN-0000827 - Installation - Chat,1,Chat,TRUE,Installation,Closed,FALSE,Medium,8100
CN-0000828,CSAT,CN-0000828 - Installation - Email,30,Email,TRUE,Installation,Working,FALSE,Low,600
CN-0000829,CSAT,CN-0000829 - Equipment Complexity - Chat,15,Chat,FALSE,Equipment Complexity,Working,FALSE,Low,3000
CN-0000830,CSAT,CN-0000830 - Equipment Complexity - Phone,1,Phone,TRUE,Equipment Complexity,New,FALSE,Medium,3600
CN-0000831,CSAT,CN-0000831 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0000832,CSAT,CN-0000832 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000833,CSAT,CN-0000833 - Installation - Phone,18,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000834,CSAT,CN-0000834 - Equipment Complexity - Chat,39,Chat,FALSE,Equipment Complexity,New,FALSE,High,14400
CN-0000835,CSAT,CN-0000835 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000836,CSAT,CN-0000836 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000837,CSAT,CN-0000837 - Installation - Phone,32,Phone,TRUE,Installation,Working,FALSE,Low,300
CN-0000838,CSAT,CN-0000838 - Installation - Chat,30,Chat,TRUE,Installation,Working,FALSE,High,2700
CN-0000839,CSAT,CN-0000839 - Installation - Phone,20,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000840,CSAT,CN-0000840 - Installation - Phone,16,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000841,CSAT,CN-0000841 - Installation - Chat,30,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0000842,CSAT,CN-0000842 - Installation - Chat,35,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0000843,CSAT,CN-0000843 - Installation - Phone,17,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000844,CSAT,CN-0000844 - Installation - Phone,42,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000845,CSAT,CN-0000845 - Other - Phone,30,Phone,TRUE,Other,Closed,TRUE,Low,-8100
CN-0000846,CSAT,CN-0000846 - Installation - Chat,35,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0000847,CSAT,CN-0000847 - Installation - Phone,28,Phone,TRUE,Installation,New,TRUE,Medium,-1500
CN-0000848,CSAT,CN-0000848 - Equipment Complexity - Chat,30,Chat,FALSE,Equipment Complexity,Working,FALSE,High,7200
CN-0000849,CSAT,CN-0000849 - Breakdown - Phone,4,Phone,TRUE,Breakdown,Closed,TRUE,Low,-6750
CN-0000850,CSAT,CN-0000850 - Installation - Phone,74,Phone,TRUE,Installation,Working,TRUE,Low,-150
CN-0000851,CSAT,CN-0000851 - Equipment Complexity - Chat,9,Chat,FALSE,Equipment Complexity,New,TRUE,Low,-7200
CN-0000852,CSAT,CN-0000852 - Installation - Phone,16,Phone,FALSE,Installation,New,FALSE,High,3000
CN-0000853,CSAT,CN-0000853 - Equipment Complexity - Phone,44,Phone,FALSE,Equipment Complexity,Working,TRUE,Medium,-1600
CN-0000854,CSAT,CN-0000854 - Installation - Phone,18,Phone,FALSE,Installation,New,FALSE,Low,1000
CN-0000855,CSAT,CN-0000855 - Equipment Complexity - Phone,45,Phone,FALSE,Equipment Complexity,New,FALSE,High,4800
CN-0000856,CSAT,CN-0000856 - Installation - Phone,51,Phone,TRUE,Installation,Working,FALSE,High,675
CN-0000857,CSAT,CN-0000857 - Installation - Chat,24,Chat,FALSE,Installation,Waiting on Customer,FALSE,Low,6000
CN-0000858,CSAT,CN-0000858 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0000859,CSAT,CN-0000859 - Equipment Design - Phone,41,Phone,TRUE,Equipment Design,Working,TRUE,Low,-900
CN-0000860,CSAT,CN-0000860 - Equipment Complexity - Phone,21,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1500
CN-0000861,CSAT,CN-0000861 - Installation - Phone,48,Phone,FALSE,Installation,Working,FALSE,High,1200
CN-0000862,CSAT,CN-0000862 - Other - Phone,30,Phone,FALSE,Other,Closed,TRUE,Low,-10800
CN-0000863,CSAT,CN-0000863 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000864,CSAT,CN-0000864 - Installation - Phone,42,Phone,FALSE,Installation,Working,FALSE,Medium,800
CN-0000865,CSAT,CN-0000865 - Equipment Complexity - Chat,27,Chat,FALSE,Equipment Complexity,Working,FALSE,Medium,6000
CN-0000866,CSAT,CN-0000866 - Installation - Phone,31,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000867,CSAT,CN-0000867 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000868,CSAT,CN-0000868 - Equipment Complexity - Phone,4,Phone,TRUE,Equipment Complexity,New,FALSE,Low,1800
CN-0000869,CSAT,CN-0000869 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000870,CSAT,CN-0000870 - Equipment Complexity - Phone,47,Phone,FALSE,Equipment Complexity,New,FALSE,High,4800
CN-0000871,CSAT,CN-0000871 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000872,CSAT,CN-0000872 - Installation - Phone,47,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000873,CSAT,CN-0000873 - Equipment Complexity - Chat,28,Chat,FALSE,Equipment Complexity,Working,FALSE,Medium,6000
CN-0000874,CSAT,CN-0000874 - Installation - Chat,15,Chat,FALSE,Installation,Working,FALSE,Low,1500
CN-0000875,CSAT,CN-0000875 - Installation - Phone,20,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000876,CSAT,CN-0000876 - Installation - Phone,19,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000877,CSAT,CN-0000877 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000878,CSAT,CN-0000878 - Installation - Chat,56,Chat,FALSE,Installation,New,FALSE,High,5400
CN-0000879,CSAT,CN-0000879 - Installation - Phone,25,Phone,FALSE,Installation,New,FALSE,Medium,2000
CN-0000880,CSAT,CN-0000880 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000881,CSAT,CN-0000881 - Installation - Phone,22,Phone,FALSE,Installation,Working,TRUE,Low,-500
CN-0000882,CSAT,CN-0000882 - Installation - Phone,28,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000883,CSAT,CN-0000883 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000884,CSAT,CN-0000884 - Installation - Email,39,Email,FALSE,Installation,Attention,TRUE,Low,-4800
CN-0000885,CSAT,CN-0000885 - Installation - Phone,27,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0000886,CSAT,CN-0000886 - Installation - Phone,19,Phone,FALSE,Installation,Working,FALSE,High,1500
CN-0000887,CSAT,CN-0000887 - Equipment Complexity - Phone,30,Phone,FALSE,Equipment Complexity,Closed,TRUE,Low,-2400
CN-0000888,CSAT,CN-0000888 - Installation - Chat,26,Chat,TRUE,Installation,Working,FALSE,High,3375
CN-0000889,CSAT,CN-0000889 - Installation - Email,32,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000890,CSAT,CN-0000890 - Installation - Email,35,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000891,CSAT,CN-0000891 - Equipment Complexity - Phone,47,Phone,FALSE,Equipment Complexity,Working,FALSE,Low,800
CN-0000892,CSAT,CN-0000892 - Installation - Email,62,Email,TRUE,Installation,Working,TRUE,Medium,-900
CN-0000893,CSAT,CN-0000893 - Installation - Phone,27,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000894,CSAT,CN-0000894 - Equipment Complexity - Phone,22,Phone,FALSE,Equipment Complexity,New,FALSE,Low,2000
CN-0000895,CSAT,CN-0000895 - Installation - Phone,14,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000896,CSAT,CN-0000896 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0000897,CSAT,CN-0000897 - Equipment Complexity - Phone,26,Phone,TRUE,Equipment Complexity,New,TRUE,Medium,-3000
CN-0000898,CSAT,CN-0000898 - Installation - Chat,18,Chat,FALSE,Installation,Working,FALSE,Low,1500
CN-0000899,CSAT,CN-0000899 - Equipment Design - Phone,21,Phone,TRUE,Equipment Design,Working,TRUE,Low,-1125
CN-0000900,CSAT,CN-0000900 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000901,CSAT,CN-0000901 - Installation - Phone,46,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000902,CSAT,CN-0000902 - Equipment Complexity - Phone,23,Phone,FALSE,Equipment Complexity,Working,FALSE,High,3000
CN-0000903,CSAT,CN-0000903 - Equipment Complexity - Phone,63,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-900
CN-0000904,CSAT,CN-0000904 - Equipment Complexity - Phone,47,Phone,FALSE,Equipment Complexity,Working,FALSE,High,2400
CN-0000905,CSAT,CN-0000905 - Equipment Complexity - Chat,24,Chat,FALSE,Equipment Complexity,Working,FALSE,Medium,6000
CN-0000906,CSAT,CN-0000906 - Installation - Email,35,Email,TRUE,Installation,Working,TRUE,Medium,-1200
CN-0000907,CSAT,CN-0000907 - Installation - Chat,21,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0000908,CSAT,CN-0000908 - Equipment Complexity - Phone,27,Phone,FALSE,Equipment Complexity,Working,FALSE,Low,1000
CN-0000909,CSAT,CN-0000909 - Installation - Chat,45,Chat,FALSE,Installation,Working,FALSE,Low,1200
CN-0000910,CSAT,CN-0000910 - Equipment Complexity - Chat,55,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-4050
CN-0000911,CSAT,CN-0000911 - Installation - Phone,9,Phone,TRUE,Installation,New,TRUE,Low,-900
CN-0000912,CSAT,CN-0000912 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,High,1200
CN-0000913,CSAT,CN-0000913 - Installation - Chat,21,Chat,TRUE,Installation,New,TRUE,High,-6750
CN-0000914,CSAT,CN-0000914 - Equipment Complexity - Chat,48,Chat,FALSE,Equipment Complexity,Waiting on Customer,FALSE,High,28800
CN-0000915,CSAT,CN-0000915 - Equipment Complexity - Phone,50,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-450
CN-0000916,CSAT,CN-0000916 - Installation - Chat,22,Chat,FALSE,Installation,New,FALSE,High,9000
CN-0000917,CSAT,CN-0000917 - Installation - Chat,23,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0000918,CSAT,CN-0000918 - Installation - Phone,41,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000919,CSAT,CN-0000919 - Equipment Design - Chat,30,Chat,TRUE,Equipment Design,Working,TRUE,Low,-2700
CN-0000920,CSAT,CN-0000920 - Equipment Complexity - Phone,50,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-900
CN-0000921,CSAT,CN-0000921 - Equipment Design - Phone,24,Phone,TRUE,Equipment Design,Working,TRUE,Medium,-2250
CN-0000922,CSAT,CN-0000922 - Equipment Complexity - Phone,33,Phone,FALSE,Equipment Complexity,Closed,FALSE,Low,2400
CN-0000923,CSAT,CN-0000923 - Equipment Complexity - Phone,30,Phone,FALSE,Equipment Complexity,Closed,FALSE,Low,2400
CN-0000924,CSAT,CN-0000924 - Equipment Complexity - Chat,30,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-5400
CN-0000925,CSAT,CN-0000925 - Installation - Chat,19,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0000926,CSAT,CN-0000926 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,Low,400
CN-0000927,CSAT,CN-0000927 - Installation - Phone,21,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0000928,CSAT,CN-0000928 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000929,CSAT,CN-0000929 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000930,CSAT,CN-0000930 - Installation - Chat,39,Chat,TRUE,Installation,New,TRUE,Low,-1800
CN-0000931,CSAT,CN-0000931 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000932,CSAT,CN-0000932 - Installation - Phone,41,Phone,TRUE,Installation,Working,TRUE,Low,-300
